timestamp,Building Electricity Usage (kW),,,
2025-03-01 08:10:00,102.22,,,
2025-03-01 08:15:00,100.84,,,
2025-03-01 08:20:00,104.02,,,
2025-03-01 08:25:00,107.65,,,
2025-03-01 08:30:00,101.17,,,
2025-03-01 08:35:00,103.25,,,
2025-03-01 08:40:00,108.59,,,
2025-03-01 08:45:00,103.83,,,
2025-03-01 08:50:00,117.36,,,
2025-03-01 08:55:00,109.71,,,
2025-03-01 09:00:00,107.43,,,
2025-03-01 09:05:00,108.52,,,
2025-03-01 09:10:00,110.59,,,
2025-03-01 09:15:00,110.97,,,
2025-03-01 09:20:00,105.6,,,
2025-03-01 09:25:00,119.74,,,
2025-03-01 09:30:00,115.33,,,
2025-03-01 09:35:00,115.99,,,
2025-03-01 09:40:00,120.06,,,
2025-03-01 09:45:00,113.26,,,
2025-03-01 09:50:00,115.13,,,
2025-03-01 09:55:00,120.66,,,
2025-03-01 10:00:00,119.24,,,
2025-03-01 10:05:00,121.54,,,
2025-03-01 10:10:00,120.49,,,
2025-03-01 10:15:00,120.48,,,
2025-03-01 10:20:00,127.81,,,
2025-03-01 10:25:00,126.96,,,
2025-03-01 10:30:00,113.31,,,
2025-03-01 10:35:00,129.83,,,
2025-03-01 10:40:00,133.13,,,
2025-03-01 10:45:00,130,,,
2025-03-01 10:50:00,124.79,,,
2025-03-01 10:55:00,123.45,,,
2025-03-01 11:00:00,129.66,,,
2025-03-01 11:05:00,124.81,,,
2025-03-01 11:10:00,129.23,,,
2025-03-01 11:15:00,128.23,,,
2025-03-01 11:20:00,133.68,,,
2025-03-01 11:25:00,127.74,,,
2025-03-01 11:30:00,128,,,
2025-03-01 11:35:00,131.74,,,
2025-03-01 11:40:00,138.41,,,
2025-03-01 11:45:00,131.43,,,
2025-03-01 11:50:00,129.85,,,
2025-03-01 11:55:00,135.35,,,
2025-03-01 12:00:00,135.18,,,
2025-03-01 12:05:00,128.88,,,
2025-03-01 12:10:00,130.9,,,
2025-03-01 12:15:00,137.78,,,
2025-03-01 12:20:00,135.43,,,
2025-03-01 12:25:00,124.16,,,
2025-03-01 12:30:00,136.26,,,
2025-03-01 12:35:00,138.33,,,
2025-03-01 12:40:00,131.54,,,
2025-03-01 12:45:00,137.85,,,
2025-03-01 12:50:00,142.87,,,
2025-03-01 12:55:00,137.19,,,
2025-03-01 13:00:00,133.3,,,
2025-03-01 13:05:00,133.91,,,
2025-03-01 13:10:00,136.22,,,
2025-03-01 13:15:00,137.84,,,
2025-03-01 13:20:00,136.72,,,
2025-03-01 13:25:00,138.6,,,
2025-03-01 13:30:00,136.11,,,
2025-03-01 13:35:00,137.51,,,
2025-03-01 13:40:00,140.73,,,
2025-03-01 13:45:00,132.67,,,
2025-03-01 13:50:00,137.4,,,
2025-03-01 13:55:00,137.41,,,
2025-03-01 14:00:00,140.68,,,
2025-03-01 14:05:00,136.08,,,
2025-03-01 14:10:00,139.58,,,
2025-03-01 14:15:00,141.34,,,
2025-03-01 14:20:00,129.47,,,
2025-03-01 14:25:00,141.47,,,
2025-03-01 14:30:00,132.76,,,
2025-03-01 14:35:00,132.22,,,
2025-03-01 14:40:00,124.95,,,
2025-03-01 14:45:00,133.11,,,
2025-03-01 14:50:00,136.15,,,
2025-03-01 14:55:00,134.46,,,
2025-03-01 15:00:00,133.96,,,
2025-03-01 15:05:00,131.15,,,
2025-03-01 15:10:00,138.85,,,
2025-03-01 15:15:00,138.98,,,
2025-03-01 15:20:00,136.56,,,
2025-03-01 15:25:00,127.07,,,
2025-03-01 15:30:00,143.43,,,
2025-03-01 15:35:00,134.62,,,
2025-03-01 15:40:00,135.88,,,
2025-03-01 15:45:00,127.4,,,
2025-03-01 15:50:00,133,,,
2025-03-01 15:55:00,134.34,,,
2025-03-01 16:00:00,131.75,,,
2025-03-01 16:05:00,135.41,,,
2025-03-01 16:10:00,136.72,,,
2025-03-01 16:15:00,125.73,,,
2025-03-01 16:20:00,134.07,,,
2025-03-01 16:25:00,131.8,,,
2025-03-01 16:30:00,129.75,,,
2025-03-01 16:35:00,123.01,,,
2025-03-01 16:40:00,134.73,,,
2025-03-01 16:45:00,129.9,,,
2025-03-01 16:50:00,120.67,,,
2025-03-01 16:55:00,126.31,,,
2025-03-01 17:00:00,128.06,,,
2025-03-01 17:05:00,128.23,,,
2025-03-01 17:10:00,125.14,,,
2025-03-01 17:15:00,126.44,,,
2025-03-01 17:20:00,132.97,,,
2025-03-01 17:25:00,130.09,,,
2025-03-01 17:30:00,119.51,,,
2025-03-01 17:35:00,120.31,,,
2025-03-01 17:40:00,121.63,,,
2025-03-01 17:45:00,114.45,,,
2025-03-01 17:50:00,115.44,,,
2025-03-01 17:55:00,113.67,,,
2025-03-01 18:00:00,114.91,,,
2025-03-01 18:05:00,124.39,,,
2025-03-01 18:10:00,114.74,,,
2025-03-01 18:15:00,113.37,,,
2025-03-01 18:20:00,120.32,,,
2025-03-01 18:25:00,114.3,,,
2025-03-01 18:30:00,117.07,,,
2025-03-01 18:35:00,111.77,,,
2025-03-01 18:40:00,106.76,,,
2025-03-01 18:45:00,115.12,,,
2025-03-01 18:50:00,106.32,,,
2025-03-01 18:55:00,109.75,,,
2025-03-01 19:00:00,108.13,,,
2025-03-01 19:05:00,111.1,,,
2025-03-01 19:10:00,107.35,,,
2025-03-01 19:15:00,108.32,,,
2025-03-01 19:20:00,101.84,,,
2025-03-01 19:25:00,115.33,,,
2025-03-01 19:30:00,101.77,,,
2025-03-01 19:35:00,110.62,,,
2025-03-01 19:40:00,105.65,,,
2025-03-01 19:45:00,104.85,,,
2025-03-01 19:50:00,104.94,,,
2025-03-01 19:55:00,95.24,,,
2025-03-01 20:00:00,105.87,,,
2025-03-01 20:05:00,99.19,,,
2025-03-01 20:10:00,105.31,,,
2025-03-01 20:15:00,99.11,,,
2025-03-01 20:20:00,97.45,,,
2025-03-01 20:25:00,93.02,,,
2025-03-01 20:30:00,94.37,,,
2025-03-01 20:35:00,98.36,,,
2025-03-01 20:40:00,90.69,,,
2025-03-01 20:45:00,87.21,,,
2025-03-01 20:50:00,90.99,,,
2025-03-01 20:55:00,97.04,,,
2025-03-01 21:00:00,100.07,,,
2025-03-01 21:05:00,89.5,,,
2025-03-01 21:10:00,85.28,,,
2025-03-01 21:15:00,89.38,,,
2025-03-01 21:20:00,90.76,,,
2025-03-01 21:25:00,91.63,,,
2025-03-01 21:30:00,97.14,,,
2025-03-01 21:35:00,88.81,,,
2025-03-01 21:40:00,93.83,,,
2025-03-01 21:45:00,84.67,,,
2025-03-01 21:50:00,86.19,,,
2025-03-01 21:55:00,82.79,,,
2025-03-01 22:00:00,81.78,,,
2025-03-01 22:05:00,82.79,,,
2025-03-01 22:10:00,82.07,,,
2025-03-01 22:15:00,80.14,,,
2025-03-01 22:20:00,79.73,,,
2025-03-01 22:25:00,85.69,,,
2025-03-01 22:30:00,89.15,,,
2025-03-01 22:35:00,78.1,,,
2025-03-01 22:40:00,78.2,,,
2025-03-01 22:45:00,81.02,,,
2025-03-01 22:50:00,91.1,,,
2025-03-01 22:55:00,78.13,,,
2025-03-01 23:00:00,81.14,,,
2025-03-01 23:05:00,82.9,,,
2025-03-01 23:10:00,77.57,,,
2025-03-01 23:15:00,79.39,,,
2025-03-01 23:20:00,77.62,,,
2025-03-01 23:25:00,78.83,,,
2025-03-01 23:30:00,70.1,,,
2025-03-01 23:35:00,74.59,,,
2025-03-01 23:40:00,75.25,,,
2025-03-01 23:45:00,74.77,,,
2025-03-01 23:50:00,77.03,,,
2025-03-01 23:55:00,73.87,,,
2025-03-02 00:00:00,67.11,,,
2025-03-02 00:05:00,73.68,,,
2025-03-02 00:10:00,67.42,,,
2025-03-02 00:15:00,67.81,,,
2025-03-02 00:20:00,68.61,,,
2025-03-02 00:25:00,69.52,,,
2025-03-02 00:30:00,63.49,,,
2025-03-02 00:35:00,73.85,,,
2025-03-02 00:40:00,64.49,,,
2025-03-02 00:45:00,75.14,,,
2025-03-02 00:50:00,64.12,,,
2025-03-02 00:55:00,73.53,,,
2025-03-02 01:00:00,68.08,,,
2025-03-02 01:05:00,61.14,,,
2025-03-02 01:10:00,63.66,,,
2025-03-02 01:15:00,72.98,,,
2025-03-02 01:20:00,69.33,,,
2025-03-02 01:25:00,67.09,,,
2025-03-02 01:30:00,58.43,,,
2025-03-02 01:35:00,72.77,,,
2025-03-02 01:40:00,74.61,,,
2025-03-02 01:45:00,73.83,,,
2025-03-02 01:50:00,64.57,,,
2025-03-02 01:55:00,68.54,,,
2025-03-02 02:00:00,68.97,,,
2025-03-02 02:05:00,60.9,,,
2025-03-02 02:10:00,67.76,,,
2025-03-02 02:15:00,71.36,,,
2025-03-02 02:20:00,70.19,,,
2025-03-02 02:25:00,62.76,,,
2025-03-02 02:30:00,63.85,,,
2025-03-02 02:35:00,70.57,,,
2025-03-02 02:40:00,70.06,,,
2025-03-02 02:45:00,58.66,,,
2025-03-02 02:50:00,58,,,
2025-03-02 02:55:00,67.7,,,
2025-03-02 03:00:00,65.83,,,
2025-03-02 03:05:00,67.21,,,
2025-03-02 03:10:00,66.97,,,
2025-03-02 03:15:00,72.79,,,
2025-03-02 03:20:00,69.53,,,
2025-03-02 03:25:00,70.45,,,
2025-03-02 03:30:00,64.29,,,
2025-03-02 03:35:00,56.51,,,
2025-03-02 03:40:00,74.77,,,
2025-03-02 03:45:00,79.18,,,
2025-03-02 03:50:00,69.58,,,
2025-03-02 03:55:00,72.31,,,
2025-03-02 04:00:00,72.99,,,
2025-03-02 04:05:00,78.78,,,
2025-03-02 04:10:00,76.04,,,
2025-03-02 04:15:00,74.88,,,
2025-03-02 04:20:00,73.55,,,
2025-03-02 04:25:00,74.02,,,
2025-03-02 04:30:00,68.47,,,
2025-03-02 04:35:00,73.17,,,
2025-03-02 04:40:00,78.73,,,
2025-03-02 04:45:00,74.75,,,
2025-03-02 04:50:00,76.37,,,
2025-03-02 04:55:00,72.01,,,
2025-03-02 05:00:00,79.03,,,
2025-03-02 05:05:00,71.95,,,
2025-03-02 05:10:00,79.51,,,
2025-03-02 05:15:00,78.17,,,
2025-03-02 05:20:00,72.53,,,
2025-03-02 05:25:00,84.37,,,
2025-03-02 05:30:00,80.04,,,
2025-03-02 05:35:00,88.75,,,
2025-03-02 05:40:00,87.84,,,
2025-03-02 05:45:00,79.04,,,
2025-03-02 05:50:00,80.03,,,
2025-03-02 05:55:00,79.16,,,
2025-03-02 06:00:00,78.15,,,
2025-03-02 06:05:00,83.48,,,
2025-03-02 06:10:00,91.61,,,
2025-03-02 06:15:00,78.86,,,
2025-03-02 06:20:00,90.62,,,
2025-03-02 06:25:00,90.98,,,
2025-03-02 06:30:00,90.82,,,
2025-03-02 06:35:00,92.25,,,
2025-03-02 06:40:00,85.61,,,
2025-03-02 06:45:00,93.8,,,
2025-03-02 06:50:00,89.28,,,
2025-03-02 06:55:00,82.37,,,
2025-03-02 07:00:00,93.17,,,
2025-03-02 07:05:00,90.3,,,
2025-03-02 07:10:00,99.86,,,
2025-03-02 07:15:00,94.03,,,
2025-03-02 07:20:00,96.1,,,
2025-03-02 07:25:00,98.23,,,
2025-03-02 07:30:00,96.36,,,
2025-03-02 07:35:00,97.77,,,
2025-03-02 07:40:00,102.32,,,
2025-03-02 07:45:00,95.45,,,
2025-03-02 07:50:00,97.67,,,
2025-03-02 07:55:00,97.37,,,
2025-03-02 08:00:00,107.75,,,
2025-03-02 08:05:00,99.96,,,
2025-03-02 08:10:00,102.95,,,
2025-03-02 08:15:00,101.89,,,
2025-03-02 08:20:00,103.82,,,
2025-03-02 08:25:00,102.86,,,
2025-03-02 08:30:00,108.42,,,
2025-03-02 08:35:00,103.16,,,
2025-03-02 08:40:00,102.67,,,
2025-03-02 08:45:00,106.59,,,
2025-03-02 08:50:00,106.38,,,
2025-03-02 08:55:00,104.97,,,
2025-03-02 09:00:00,109.77,,,
2025-03-02 09:05:00,105.15,,,
2025-03-02 09:10:00,119.44,,,
2025-03-02 09:15:00,107.28,,,
2025-03-02 09:20:00,111.39,,,
2025-03-02 09:25:00,113.07,,,
2025-03-02 09:30:00,122.13,,,
2025-03-02 09:35:00,109.17,,,
2025-03-02 09:40:00,117.36,,,
2025-03-02 09:45:00,121.63,,,
2025-03-02 09:50:00,116.92,,,
2025-03-02 09:55:00,114.16,,,
2025-03-02 10:00:00,119.07,,,
2025-03-02 10:05:00,126.27,,,
2025-03-02 10:10:00,118.34,,,
2025-03-02 10:15:00,127.19,,,
2025-03-02 10:20:00,123.11,,,
2025-03-02 10:25:00,127.63,,,
2025-03-02 10:30:00,124.18,,,
2025-03-02 10:35:00,121.97,,,
2025-03-02 10:40:00,131.05,,,
2025-03-02 10:45:00,125.98,,,
2025-03-02 10:50:00,126.31,,,
2025-03-02 10:55:00,129.43,,,
2025-03-02 11:00:00,130.45,,,
2025-03-02 11:05:00,130.53,,,
2025-03-02 11:10:00,122.4,,,
2025-03-02 11:15:00,125.77,,,
2025-03-02 11:20:00,126.19,,,
2025-03-02 11:25:00,126.18,,,
2025-03-02 11:30:00,126.28,,,
2025-03-02 11:35:00,127.54,,,
2025-03-02 11:40:00,132.01,,,
2025-03-02 11:45:00,133.08,,,
2025-03-02 11:50:00,131.51,,,
2025-03-02 11:55:00,130.22,,,
2025-03-02 12:00:00,137.41,,,
2025-03-02 12:05:00,132.32,,,
2025-03-02 12:10:00,136.79,,,
2025-03-02 12:15:00,131.11,,,
2025-03-02 12:20:00,135.38,,,
2025-03-02 12:25:00,139.4,,,
2025-03-02 12:30:00,123.9,,,
2025-03-02 12:35:00,132,,,
2025-03-02 12:40:00,137.26,,,
2025-03-02 12:45:00,139.99,,,
2025-03-02 12:50:00,136.19,,,
2025-03-02 12:55:00,135.8,,,
2025-03-02 13:00:00,142.25,,,
2025-03-02 13:05:00,141.09,,,
2025-03-02 13:10:00,132.7,,,
2025-03-02 13:15:00,136.79,,,
2025-03-02 13:20:00,137.91,,,
2025-03-02 13:25:00,143.47,,,
2025-03-02 13:30:00,140.16,,,
2025-03-02 13:35:00,136.38,,,
2025-03-02 13:40:00,137.75,,,
2025-03-02 13:45:00,129.39,,,
2025-03-02 13:50:00,140.84,,,
2025-03-02 13:55:00,139.57,,,
2025-03-02 14:00:00,141.85,,,
2025-03-02 14:05:00,136.42,,,
2025-03-02 14:10:00,137.48,,,
2025-03-02 14:15:00,135,,,
2025-03-02 14:20:00,132.27,,,
2025-03-02 14:25:00,134.38,,,
2025-03-02 14:30:00,129.42,,,
2025-03-02 14:35:00,140.25,,,
2025-03-02 14:40:00,127.77,,,
2025-03-02 14:45:00,144.46,,,
2025-03-02 14:50:00,129.11,,,
2025-03-02 14:55:00,142,,,
2025-03-02 15:00:00,132.18,,,
2025-03-02 15:05:00,137.85,,,
2025-03-02 15:10:00,132.37,,,
2025-03-02 15:15:00,141.84,,,
2025-03-02 15:20:00,135.06,,,
2025-03-02 15:25:00,138.92,,,
2025-03-02 15:30:00,134.64,,,
2025-03-02 15:35:00,135.45,,,
2025-03-02 15:40:00,136.19,,,
2025-03-02 15:45:00,131.28,,,
2025-03-02 15:50:00,127.92,,,
2025-03-02 15:55:00,127.48,,,
2025-03-02 16:00:00,132.51,,,
2025-03-02 16:05:00,129.97,,,
2025-03-02 16:10:00,122.94,,,
2025-03-02 16:15:00,133.15,,,
2025-03-02 16:20:00,125.8,,,
2025-03-02 16:25:00,125.58,,,
2025-03-02 16:30:00,129.6,,,
2025-03-02 16:35:00,125.7,,,
2025-03-02 16:40:00,129.3,,,
2025-03-02 16:45:00,136.21,,,
2025-03-02 16:50:00,126.29,,,
2025-03-02 16:55:00,123.04,,,
2025-03-02 17:00:00,127.47,,,
2025-03-02 17:05:00,123.1,,,
2025-03-02 17:10:00,125.74,,,
2025-03-02 17:15:00,126.34,,,
2025-03-02 17:20:00,124.36,,,
2025-03-02 17:25:00,124.13,,,
2025-03-02 17:30:00,124.08,,,
2025-03-02 17:35:00,129.08,,,
2025-03-02 17:40:00,121.06,,,
2025-03-02 17:45:00,121.95,,,
2025-03-02 17:50:00,124.27,,,
2025-03-02 17:55:00,122.04,,,
2025-03-02 18:00:00,118.07,,,
2025-03-02 18:05:00,122.44,,,
2025-03-02 18:10:00,114.68,,,
2025-03-02 18:15:00,116.57,,,
2025-03-02 18:20:00,113.71,,,
2025-03-02 18:25:00,118.4,,,
2025-03-02 18:30:00,120.15,,,
2025-03-02 18:35:00,115.58,,,
2025-03-02 18:40:00,114.27,,,
2025-03-02 18:45:00,109.75,,,
2025-03-02 18:50:00,109.71,,,
2025-03-02 18:55:00,107.02,,,
2025-03-02 19:00:00,102.35,,,
2025-03-02 19:05:00,108.75,,,
2025-03-02 19:10:00,108.38,,,
2025-03-02 19:15:00,117.52,,,
2025-03-02 19:20:00,114.33,,,
2025-03-02 19:25:00,109.55,,,
2025-03-02 19:30:00,114.91,,,
2025-03-02 19:35:00,111.37,,,
2025-03-02 19:40:00,97.02,,,
2025-03-02 19:45:00,108.56,,,
2025-03-02 19:50:00,106.37,,,
2025-03-02 19:55:00,101.61,,,
2025-03-02 20:00:00,96.34,,,
2025-03-02 20:05:00,103.62,,,
2025-03-02 20:10:00,92.16,,,
2025-03-02 20:15:00,99.62,,,
2025-03-02 20:20:00,96.48,,,
2025-03-02 20:25:00,93.15,,,
2025-03-02 20:30:00,102.19,,,
2025-03-02 20:35:00,96.51,,,
2025-03-02 20:40:00,96.62,,,
2025-03-02 20:45:00,98.8,,,
2025-03-02 20:50:00,94.39,,,
2025-03-02 20:55:00,95.49,,,
2025-03-02 21:00:00,96.2,,,
2025-03-02 21:05:00,94.47,,,
2025-03-02 21:10:00,92.62,,,
2025-03-02 21:15:00,97.88,,,
2025-03-02 21:20:00,95,,,
2025-03-02 21:25:00,88.97,,,
2025-03-02 21:30:00,84.97,,,
2025-03-02 21:35:00,90.46,,,
2025-03-02 21:40:00,88.07,,,
2025-03-02 21:45:00,93.36,,,
2025-03-02 21:50:00,89.79,,,
2025-03-02 21:55:00,88.22,,,
2025-03-02 22:00:00,84.55,,,
2025-03-02 22:05:00,80.34,,,
2025-03-02 22:10:00,82.4,,,
2025-03-02 22:15:00,84.46,,,
2025-03-02 22:20:00,75.01,,,
2025-03-02 22:25:00,86.27,,,
2025-03-02 22:30:00,88.96,,,
2025-03-02 22:35:00,72.31,,,
2025-03-02 22:40:00,73.9,,,
2025-03-02 22:45:00,79.84,,,
2025-03-02 22:50:00,76.02,,,
2025-03-02 22:55:00,78.84,,,
2025-03-02 23:00:00,76.96,,,
2025-03-02 23:05:00,72.62,,,
2025-03-02 23:10:00,81.35,,,
2025-03-02 23:15:00,77.54,,,
2025-03-02 23:20:00,72.95,,,
2025-03-02 23:25:00,80.72,,,
2025-03-02 23:30:00,72.2,,,
2025-03-02 23:35:00,68.81,,,
2025-03-02 23:40:00,74.06,,,
2025-03-02 23:45:00,74.31,,,
2025-03-02 23:50:00,74.61,,,
2025-03-02 23:55:00,74.86,,,
2025-03-03 00:00:00,78.76,,,
2025-03-03 00:05:00,78.07,,,
2025-03-03 00:10:00,73.35,,,
2025-03-03 00:15:00,72.43,,,
2025-03-03 00:20:00,77.65,,,
2025-03-03 00:25:00,75.21,,,
2025-03-03 00:30:00,77.09,,,
2025-03-03 00:35:00,66.57,,,
2025-03-03 00:40:00,71.01,,,
2025-03-03 00:45:00,80.28,,,
2025-03-03 00:50:00,74.52,,,
2025-03-03 00:55:00,73.18,,,
2025-03-03 01:00:00,74.54,,,
2025-03-03 01:05:00,80.27,,,
2025-03-03 01:10:00,79.18,,,
2025-03-03 01:15:00,64.64,,,
2025-03-03 01:20:00,65.92,,,
2025-03-03 01:25:00,64.13,,,
2025-03-03 01:30:00,67.44,,,
2025-03-03 01:35:00,70.52,,,
2025-03-03 01:40:00,71.16,,,
2025-03-03 01:45:00,63.99,,,
2025-03-03 01:50:00,62.58,,,
2025-03-03 01:55:00,66.95,,,
2025-03-03 02:00:00,73.66,,,
2025-03-03 02:05:00,74.37,,,
2025-03-03 02:10:00,76.87,,,
2025-03-03 02:15:00,69.98,,,
2025-03-03 02:20:00,73.5,,,
2025-03-03 02:25:00,74.34,,,
2025-03-03 02:30:00,68.44,,,
2025-03-03 02:35:00,72.13,,,
2025-03-03 02:40:00,73.39,,,
2025-03-03 02:45:00,67.32,,,
2025-03-03 02:50:00,77.75,,,
2025-03-03 02:55:00,71.28,,,
2025-03-03 03:00:00,72.05,,,
2025-03-03 03:05:00,68.21,,,
2025-03-03 03:10:00,69.2,,,
2025-03-03 03:15:00,63.87,,,
2025-03-03 03:20:00,73.24,,,
2025-03-03 03:25:00,83.42,,,
2025-03-03 03:30:00,69.73,,,
2025-03-03 03:35:00,86.14,,,
2025-03-03 03:40:00,80.34,,,
2025-03-03 03:45:00,73.26,,,
2025-03-03 03:50:00,75.76,,,
2025-03-03 03:55:00,75.62,,,
2025-03-03 04:00:00,83.52,,,
2025-03-03 04:05:00,79.32,,,
2025-03-03 04:10:00,82.56,,,
2025-03-03 04:15:00,79.86,,,
2025-03-03 04:20:00,78.59,,,
2025-03-03 04:25:00,80.98,,,
2025-03-03 04:30:00,78.7,,,
2025-03-03 04:35:00,75.2,,,
2025-03-03 04:40:00,84.95,,,
2025-03-03 04:45:00,76.4,,,
2025-03-03 04:50:00,82.06,,,
2025-03-03 04:55:00,82.12,,,
2025-03-03 05:00:00,87.22,,,
2025-03-03 05:05:00,91.68,,,
2025-03-03 05:10:00,91.04,,,
2025-03-03 05:15:00,89.72,,,
2025-03-03 05:20:00,85.34,,,
2025-03-03 05:25:00,87.97,,,
2025-03-03 05:30:00,88.24,,,
2025-03-03 05:35:00,88.55,,,
2025-03-03 05:40:00,89.71,,,
2025-03-03 05:45:00,90.5,,,
2025-03-03 05:50:00,91.24,,,
2025-03-03 05:55:00,97.87,,,
2025-03-03 06:00:00,90.78,,,
2025-03-03 06:05:00,93.03,,,
2025-03-03 06:10:00,90.58,,,
2025-03-03 06:15:00,103.55,,,
2025-03-03 06:20:00,95.68,,,
2025-03-03 06:25:00,102.51,,,
2025-03-03 06:30:00,102.77,,,
2025-03-03 06:35:00,107.15,,,
2025-03-03 06:40:00,102.06,,,
2025-03-03 06:45:00,100.14,,,
2025-03-03 06:50:00,98.74,,,
2025-03-03 06:55:00,94.87,,,
2025-03-03 07:00:00,107.7,,,
2025-03-03 07:05:00,111.22,,,
2025-03-03 07:10:00,111.06,,,
2025-03-03 07:15:00,104.13,,,
2025-03-03 07:20:00,115.47,,,
2025-03-03 07:25:00,109.6,,,
2025-03-03 07:30:00,109.85,,,
2025-03-03 07:35:00,111.67,,,
2025-03-03 07:40:00,115.96,,,
2025-03-03 07:45:00,110.79,,,
2025-03-03 07:50:00,117.67,,,
2025-03-03 07:55:00,120.63,,,
2025-03-03 08:00:00,124.43,,,
2025-03-03 08:05:00,121.79,,,
2025-03-03 08:10:00,116.82,,,
2025-03-03 08:15:00,123.87,,,
2025-03-03 08:20:00,120.12,,,
2025-03-03 08:25:00,120.97,,,
2025-03-03 08:30:00,121.08,,,
2025-03-03 08:35:00,119.96,,,
2025-03-03 08:40:00,126.41,,,
2025-03-03 08:45:00,134.27,,,
2025-03-03 08:50:00,139.85,,,
2025-03-03 08:55:00,129.59,,,
2025-03-03 09:00:00,137.29,,,
2025-03-03 09:05:00,132.41,,,
2025-03-03 09:10:00,128.43,,,
2025-03-03 09:15:00,138.88,,,
2025-03-03 09:20:00,138.04,,,
2025-03-03 09:25:00,145.39,,,
2025-03-03 09:30:00,133,,,
2025-03-03 09:35:00,151.32,,,
2025-03-03 09:40:00,147.5,,,
2025-03-03 09:45:00,142.04,,,
2025-03-03 09:50:00,141.89,,,
2025-03-03 09:55:00,141.19,,,
2025-03-03 10:00:00,145.44,,,
2025-03-03 10:05:00,145.2,,,
